Customer ID,Actual_Status,Churn_Probability,Risk_Segment
17310.0,0,0.8182247023809525,🟠 At Risk (Ratuj!)
12548.0,1,0.8036685240254215,🟠 At Risk (Ratuj!)
16247.0,1,0.7968795081242362,🟠 At Risk (Ratuj!)
15349.0,1,0.7944126241481316,🟠 At Risk (Ratuj!)
14795.0,1,0.7926482850898847,🟠 At Risk (Ratuj!)
16828.0,1,0.7917764798814025,🟠 At Risk (Ratuj!)
14772.0,1,0.7866978188124244,🟠 At Risk (Ratuj!)
15263.0,1,0.7866978188124244,🟠 At Risk (Ratuj!)
13411.0,1,0.7846005312195881,🟠 At Risk (Ratuj!)
14406.0,1,0.7837491008637065,🟠 At Risk (Ratuj!)
13273.0,1,0.7806726356052986,🟠 At Risk (Ratuj!)
15537.0,1,0.7767386688443311,🟠 At Risk (Ratuj!)
15663.0,1,0.7759636377529326,🟠 At Risk (Ratuj!)
18200.0,1,0.7752113184169808,🟠 At Risk (Ratuj!)
15313.0,1,0.7738379452142087,🟠 At Risk (Ratuj!)
14117.0,1,0.7702012015673152,🟠 At Risk (Ratuj!)
15541.0,1,0.7696374588968874,🟠 At Risk (Ratuj!)
17891.0,1,0.7658812738464266,🟠 At Risk (Ratuj!)
14076.0,1,0.7587846856294783,🟠 At Risk (Ratuj!)
16644.0,1,0.7573612430801075,🟠 At Risk (Ratuj!)
13568.0,1,0.7524000002360535,🟠 At Risk (Ratuj!)
15866.0,1,0.740038632321689,🟠 At Risk (Ratuj!)
16484.0,1,0.7320399927511804,🟠 At Risk (Ratuj!)
12922.0,1,0.7240141896794511,🟠 At Risk (Ratuj!)
16272.0,1,0.718821368779154,🟠 At Risk (Ratuj!)
12493.0,1,0.7125192122517884,🟠 At Risk (Ratuj!)
14079.0,1,0.703244115652441,🟠 At Risk (Ratuj!)
12833.0,1,0.7031970180340349,🟠 At Risk (Ratuj!)
12436.0,1,0.6872624867853002,🟠 At Risk (Ratuj!)
13343.0,1,0.6850300746105671,🟠 At Risk (Ratuj!)
16761.0,1,0.6759252623782304,🟠 At Risk (Ratuj!)
14222.0,1,0.672933928229103,🟠 At Risk (Ratuj!)
15825.0,1,0.6701135491633801,🟠 At Risk (Ratuj!)
17053.0,1,0.6654969177881067,🟠 At Risk (Ratuj!)
12534.0,1,0.6600885217622569,🟠 At Risk (Ratuj!)
15596.0,1,0.6530764205943381,🟠 At Risk (Ratuj!)
16093.0,1,0.6499103040391992,🟠 At Risk (Ratuj!)
18168.0,1,0.6446270766200094,🟠 At Risk (Ratuj!)
16323.0,0,0.6428333333333334,🟠 At Risk (Ratuj!)
16902.0,1,0.6185390802768498,🟠 At Risk (Ratuj!)
13826.0,1,0.6181076731299674,🟠 At Risk (Ratuj!)
18116.0,0,0.5741931630339677,🟠 At Risk (Ratuj!)
16770.0,0,0.5407853704621334,🟠 At Risk (Ratuj!)
18232.0,0,0.5231332694625994,🟠 At Risk (Ratuj!)
