Customer ID,Cutoff_Date,Churn,Recency,Frequency,Monetary,Unique_Products,Tenure,AOV,Product_Variety_Score,Monetary_Trend,Frequency_Trend,Return_Rate,IsUK,Avg_Gap,Gap_Std,Gap_Trend,Latency_Risk
12346.0,2010-10-01,0,93,13,-46.239999999999995,28,291,-3.5569230769230766,2.1538461538461537,0.0,0.0,0.23255813953488372,1,16.083333333333332,33.584245043643826,3.151390319258496,5.443902439024391
12349.0,2010-10-01,0,136,3,1244.37,49,301,414.78999999999996,16.333333333333332,0.0,0.0,0.09615384615384616,0,82.0,90.50966799187809,1.0,1.6385542168674698
12358.0,2010-10-01,0,116,2,1697.93,34,297,848.965,17.0,0.0,0.0,0.0,0,181.0,0.0,1.0,0.6373626373626373
12359.0,2010-10-01,0,101,7,1918.03,82,300,274.0042857142857,11.714285714285714,0.0,0.0,0.044444444444444446,0,32.666666666666664,34.28507935920036,1.0579857578840284,3.0
12360.0,2010-10-01,1,129,4,740.04,44,221,185.01,11.0,0.0,0.0,0.021739130434782608,0,30.333333333333332,30.501366089625122,0.9967141292442496,4.117021276595745
12361.0,2010-10-01,1,28,3,321.35,14,248,107.11666666666667,4.666666666666667,1.1598587997982854,1.0,0.0,0,109.5,9.192388155425117,1.0,0.25339366515837103
12369.0,2010-10-01,0,15,2,1607.8,82,207,803.9,41.0,0.0,0.0,0.0,0,192.0,0.0,1.0,0.07772020725388601
12370.0,2010-10-01,1,190,3,774.62,33,234,258.20666666666665,11.0,0.0,0.0,0.0,0,22.0,31.11269837220809,1.0,8.26086956521739
12371.0,2010-10-01,1,211,2,607.6800000000001,32,211,303.84000000000003,16.0,0.0,0.0,0.0,0,0.0,0.0,1.0,211.0
12373.0,2010-10-01,1,190,2,763.0500000000001,31,239,381.52500000000003,15.5,0.0,0.0,0.0,0,49.0,0.0,1.0,3.8
12380.0,2010-10-01,0,31,9,5202.84,119,228,578.0933333333334,13.222222222222221,0.482472915385757,0.4,0.011428571428571429,0,24.5,43.46098414505984,0.8401084010840109,1.2156862745098038
12388.0,2010-10-01,0,11,2,1120.45,36,148,560.225,18.0,1.4262893951839524,1.0,0.0,0,136.0,0.0,1.0,0.08029197080291971
12389.0,2010-10-01,1,133,2,563.03,23,221,281.515,11.5,0.0,0.0,0.0,0,88.0,0.0,1.0,1.4943820224719102
12391.0,2010-10-01,1,30,6,2259.58,159,228,376.59666666666664,26.5,0.33312223475318814,0.6666666666666666,0.03333333333333333,0,39.6,55.45538747497848,1.5197313182199832,0.7389162561576355
12395.0,2010-10-01,0,60,2,1376.82,67,168,688.41,33.5,0.22405099250736832,1.0,0.0,0,108.0,0.0,1.0,0.5504587155963303
12399.0,2010-10-01,1,85,2,539.45,31,210,269.725,15.5,0.0,0.0,0.0,0,125.0,0.0,1.0,0.6746031746031746
12402.0,2010-10-01,0,16,5,862.9,32,236,172.57999999999998,6.4,1.2298774428618748,1.0,0.02040816326530612,0,54.5,34.42382895611701,0.9096459096459096,0.2882882882882883
12406.0,2010-10-01,1,162,2,1629.2,32,263,814.6,16.0,0.0,0.0,0.0,0,101.0,0.0,1.0,1.588235294117647
12408.0,2010-10-01,0,3,3,508.31,22,64,169.43666666666667,7.333333333333333,0.0,0.0,0.037037037037037035,0,30.0,24.041630560342615,1.0,0.0967741935483871
12409.0,2010-10-01,1,91,5,6802.48,87,131,1360.4959999999999,17.4,0.0,0.0,0.03225806451612903,0,13.0,12.12435565298214,0.9923664122137404,6.5
12412.0,2010-10-01,0,45,4,1160.8899999999999,47,105,290.22249999999997,11.75,0.7461335175230487,1.0,0.06557377049180328,0,19.333333333333332,22.233608194203057,0.9948542024013721,2.2131147540983607
12414.0,2010-10-01,1,29,5,130.0,9,29,26.0,1.8,0.0,0.0,0.47368421052631576,0,0.0,0.0,0.0,29.0
12415.0,2010-10-01,1,63,3,2717.98,95,93,905.9933333333333,31.666666666666668,0.16850679199566962,1.5,0.0,0,14.5,2.1213203435596424,1.0,4.064516129032258
12417.0,2010-10-01,0,11,11,2233.65,113,299,203.0590909090909,10.272727272727273,1.4305048661800486,0.75,0.021897810218978103,0,28.3,23.046089087353245,1.1032863849765258,0.37542662116040953
12418.0,2010-10-01,1,142,3,875.0600000000001,36,196,291.68666666666667,12.0,0.0,0.0,0.024390243902439025,0,26.5,3.5355339059327378,1.0,5.163636363636364
12421.0,2010-10-01,1,66,2,72.8,4,71,36.4,2.0,0.0,0.0,0.2,0,5.0,0.0,1.0,11.0
12422.0,2010-10-01,0,16,15,2244.29,78,287,149.61933333333334,5.2,0.3129279518344833,0.15384615384615385,0.043010752688172046,0,20.384615384615383,26.358232305228857,1.204155714106897,0.7482014388489209
12424.0,2010-10-01,0,114,4,396.29,20,298,99.0725,5.0,0.0,0.0,0.25,0,61.0,101.35580891098448,0.9983633387888707,1.8387096774193548
12426.0,2010-10-01,1,212,2,728.6800000000001,47,228,364.34000000000003,23.5,0.0,0.0,0.09615384615384616,0,16.0,0.0,1.0,12.470588235294118
12429.0,2010-10-01,0,7,4,2454.01,56,112,613.5025,14.0,0.7438794058337357,1.0,0.0,0,35.0,60.6217782649107,0.9971509971509971,0.19444444444444445
12431.0,2010-10-01,0,29,13,3594.02,116,259,276.4630769230769,8.923076923076923,1.3965453707968678,1.4,0.013793103448275862,0,18.916666666666668,23.72362969826932,0.7712532865907098,1.4560669456066946
12433.0,2010-10-01,0,15,3,973.69,62,42,324.56333333333333,20.666666666666668,0.0,0.0,0.016129032258064516,0,13.5,19.091883092036785,1.0,1.0344827586206897
12435.0,2010-10-01,0,43,3,3575.2,44,303,1191.7333333333333,14.666666666666666,0.0,0.0,0.0,0,130.0,42.42640687119285,1.0,0.3282442748091603
12437.0,2010-10-01,0,8,20,5758.2699999999995,184,303,287.9135,9.2,0.725750841530769,1.6,0.0462046204620462,0,15.0,15.387585183445054,0.11037527593818985,0.5
12439.0,2010-10-01,1,248,3,1089.18,69,291,363.06,23.0,0.0,0.0,0.04054054054054054,0,21.5,30.405591591021544,1.0,11.022222222222222
12440.0,2010-10-01,1,23,3,768.15,21,283,256.05,7.0,0.0,0.0,0.08571428571428572,0,130.0,176.7766952966369,1.0,0.17557251908396945
12450.0,2010-10-01,1,9,4,232.77,15,40,58.1925,3.75,0.0,0.0,0.15789473684210525,0,9.666666666666666,1.5275252316519465,0.9897610921501707,0.84375
12451.0,2010-10-01,1,29,4,3613.0099999999998,147,95,903.2524999999999,36.75,0.6796266267708048,2.0,0.012578616352201259,0,21.666666666666668,19.55334583474995,0.9954058192955589,1.2794117647058822
12455.0,2010-10-01,0,11,4,3413.09,121,287,853.2725,30.25,0.9371479452585122,1.0,0.0,0,91.33333333333333,41.06498914322678,0.9989063069631791,0.11913357400722022
12468.0,2010-10-01,0,79,6,2906.31,104,255,484.385,17.333333333333332,-0.003606515099007906,0.5,0.0743801652892562,0,34.6,32.913523056640415,0.9125840537944284,2.2191011235955056
12469.0,2010-10-01,1,88,2,3070.54,76,102,1535.27,38.0,0.5693519388714093,1.0,0.0,0,14.0,0.0,1.0,5.866666666666666
12471.0,2010-10-01,0,4,61,13203.34,141,303,216.4481967213115,2.3114754098360657,0.8184355121981953,0.9375,0.1082024432809773,0,4.711864406779661,5.693465242192676,0.9698250557708115,0.7002967359050445
12472.0,2010-10-01,0,1,22,7998.71,246,296,363.57772727272726,11.181818181818182,1.010176399990942,1.0,0.11952191235059761,0,13.571428571428571,11.182895101767826,1.4872866597004528,0.06862745098039216
12474.0,2010-10-01,0,4,14,3150.9,143,232,225.06428571428572,10.214285714285714,2.081023234755407,2.0,0.05555555555555555,0,17.153846153846153,18.911399357028703,0.19319363947094664,0.22033898305084745
12476.0,2010-10-01,0,3,4,2722.66,122,67,680.665,30.5,0.0,0.0,0.0,0,21.333333333333332,25.794056162870806,0.9953343701399688,0.13432835820895522
12477.0,2010-10-01,1,91,2,4485.86,173,189,2242.93,86.5,0.0,0.0,0.0,0,97.0,0.0,1.0,0.9285714285714286
12481.0,2010-10-01,0,3,5,4946.05,111,173,989.21,22.2,0.5667806592571483,0.75,0.024390243902439025,0,42.25,56.061721938116264,1.330184966548603,0.06936416184971098
12482.0,2010-10-01,1,15,32,21893.53,42,219,684.1728125,1.3125,-0.004776602566578848,0.07407407407407407,0.014492753623188406,0,6.896551724137931,24.49685814779725,6.002957121734846,1.8995633187772927
12483.0,2010-10-01,0,2,10,1799.1000000000001,30,243,179.91000000000003,3.0,1.093404342482589,1.0,0.04,0,26.333333333333332,31.252999856013822,1.9798234552332914,0.07317073170731708
12484.0,2010-10-01,0,43,8,1806.93,112,302,225.86625,14.0,0.0,0.0,0.03759398496240601,0,36.57142857142857,53.562602447532186,0.18179457213348918,1.1444866920152093
12487.0,2010-10-01,1,296,2,259.79999999999995,3,296,129.89999999999998,1.5,0.0,0.0,0.3333333333333333,0,0.0,0.0,1.0,296.0
12490.0,2010-10-01,0,25,10,3485.19,98,304,348.519,9.8,2.1643892149669846,1.5,0.005747126436781609,0,30.555555555555557,28.640491926253254,1.957230880753896,0.7922535211267605
12494.0,2010-10-01,1,135,2,329.77,20,142,164.885,10.0,0.0,0.0,0.09090909090909091,0,6.0,0.0,1.0,19.285714285714285
12495.0,2010-10-01,1,200,2,323.4,17,206,161.7,8.5,0.0,0.0,0.10526315789473684,0,5.0,0.0,1.0,33.333333333333336
12496.0,2010-10-01,1,186,2,45.34,10,186,22.67,5.0,0.0,0.0,0.0,0,0.0,0.0,1.0,186.0
12497.0,2010-10-01,1,210,2,1175.01,18,248,587.505,9.0,0.0,0.0,0.05555555555555555,0,37.0,0.0,1.0,5.526315789473684
12500.0,2010-10-01,0,1,12,1666.04,62,239,138.83666666666667,5.166666666666667,0.8098353505615528,1.5,0.06593406593406594,0,21.363636363636363,33.073471929244825,3.059438091204292,0.044715447154471545
12510.0,2010-10-01,0,25,14,2706.76,85,301,193.34,6.071428571428571,0.0,0.0,0.0743801652892562,0,20.923076923076923,44.41557823268307,3.393096719112086,1.1403508771929824
12519.0,2010-10-01,1,30,2,354.35,22,42,177.175,11.0,0.0,0.0,0.08333333333333333,0,12.0,0.0,1.0,2.3076923076923075
12523.0,2010-10-01,0,1,13,2137.52,96,303,164.42461538461538,7.384615384615385,0.8189334546330238,1.25,0.07407407407407407,0,24.666666666666668,24.83887471222674,1.0094212651413188,0.03896103896103896
12524.0,2010-10-01,0,2,8,4998.24,60,235,624.78,7.5,0.0,0.0,0.024390243902439025,0,33.0,45.37253207246282,0.23162134944612287,0.058823529411764705
12525.0,2010-10-01,1,57,8,835.1800000000001,56,301,104.39750000000001,7.0,1.6976313841598816,1.0,0.22077922077922077,0,34.57142857142857,38.52210249911576,0.61530009614064,1.602409638554217
12527.0,2010-10-01,1,60,2,386.8,13,95,193.4,6.5,0.28401585204755614,1.0,0.0,0,34.0,0.0,1.0,1.7142857142857142
12529.0,2010-10-01,1,88,2,311.78000000000003,21,94,155.89000000000001,10.5,-0.011654277434799042,1.0,0.08695652173913043,0,5.0,0.0,1.0,14.666666666666666
12530.0,2010-10-01,0,18,5,1633.55,58,208,326.71,11.6,3.2400676527160575,2.0,0.012658227848101266,0,47.0,49.46379147079878,1.019108280254777,0.375
12531.0,2010-10-01,1,246,2,1773.83,110,252,886.915,55.0,0.0,0.0,0.05172413793103448,0,5.0,0.0,1.0,41.0
12533.0,2010-10-01,1,184,6,1149.99,63,304,191.665,10.5,0.0,0.0,0.2,0,23.4,27.781288667014707,1.5177304964539007,7.540983606557377
12539.0,2010-10-01,0,16,3,5646.400000000001,127,282,1882.1333333333334,42.333333333333336,0.0,0.0,0.0,0,132.5,187.3832970144351,1.0,0.1198501872659176
12540.0,2010-10-01,0,2,14,6364.83,125,298,454.6307142857143,8.928571428571429,0.7898558983219289,0.5,0.004672897196261682,0,22.23076923076923,20.150077940932164,2.045010908255827,0.08609271523178809
12542.0,2010-10-01,1,50,4,423.38,39,206,105.845,9.75,-2.0537391304347827,0.6666666666666666,0.13333333333333333,0,51.666666666666664,61.43560314128391,0.9980682549903412,0.949367088607595
12549.0,2010-10-01,1,141,6,1575.68,38,263,262.61333333333334,6.333333333333333,0.0,0.0,0.0,0,24.0,45.09434554353794,1.6459197786998614,5.64
